,whisper_text,llm_output_text,correct_text,whisper_wer,llm_output_wer
217," C'est le Hotel Yonki, il a gagné 2 40° 150°, Fatou 25, je vous demande une question.", swiss air 4888 rhein 132.4 good bye,heli hotel yankee wind 240 degrees 15 knots 5225 landing on discretion,1.0,1.7142857142857142
218," La dégâte est très très très trop fraîche, c'est à dire si."," lufthansa 8328 is very very very too hot, say again",landing on discretion 5225 hotel yankee,1.0,1.0
219," Terekokse, nummer 1, tot final.", tag korean airlines 101 turn final,hotel echo xray number 1 report final,1.4,1.0
220, Number one report final and very quick face., hapag lloyd 100 report final and bye bye,number 1 report final hotel echo xray,0.75,0.75
221," Nach Checker 511, reproposieren, 13000 ft. in Klein.", netherlands air force 511 proceed direct to trasadingen 13000 feet in climb,nav checker 511 report passing 13000 feet and climb,1.0,0.6666666666666666
222, Cool, cool,wilco,1.0,1.0
223," Hotel Ghost, that was straight in 2-5, number one.", hotel ghost that was straight in 2501,hotel golf bravo straight in 25 number 1,0.6666666666666666,0.8571428571428571
224," Hier, 9.51, Stenbauer, KB", hapag lloyd 951 st prex stenbauer kilbourn,b air 951 stand by call you back,2.0,1.0
225," Auf dem Fahrrad, nafrika, fahrt auf rein.", aero lloyd 5555 zurich 13452,affirm nav checker 5 papa 1,1.0,1.2
226, Bye!, bye,roger,1.0,1.0
227," Papa Wang, okay, to the left and then straight ahead until further advice.", pampa 1000 ok to the left and then straight ahead until further advised,papa mike vacate to the left and then straight ahead until further advised,0.3076923076923077,0.23076923076923078
228," The left of them, straight and onto the stomach.", hapag lloyd 6000 direct zurich,the left and then straight ahead hotel papa mike,0.7777777777777778,1.8
229," Pargo 3650, Tower, good morning, air taxi, haring point.", prague 3650 tschuss good morning air taxi haering point,tango 365 sion tower good morning air taxi holding point,0.8888888888888888,0.5555555555555556
230," Golf 4007, CNAH1018", golf 4007 cna 1018,golf runway 07 qnh 1018,1.6666666666666667,0.75
231," intersection, roll runway 07, and I jump 09, take a look at the distance.", intersection rhein radar 07 and i ll jump 09 take a look at the distance,instruction golf runway 07 qnh 1018 tango 365,0.9285714285714286,0.9333333333333333
232, 30 mal ein Tret aus und dann bin ich zweit zufrieden., sabena 300 maintain own trajectory and then i ll be back,passing 1300078528,1.0,1.0
233," FISA force 528 contact Swisswader 124.225, goodbye.", fisa force 528 contact swiss air 124.225 good bye,swiss air force 528 contact swiss radar 124.225 good bye,1.0,0.3333333333333333
234," 124, 225, 725, 281.",  lufthansa 124225725281,124225 air force 528 aurevoir,1.25,2.5
235," 124.225, BNN515, goodbye.",  swiss air 124225 bonjour good bye,124.225 b air 951 good bye,2.0,0.6666666666666666
236," Fox Delta uniform report November, rescue in 270 degrees, 10 o'clock, runway 25, clear for takeoff.", fox delta uniform report november rescue in 270 degrees 10 o clock runway 25 clear for takeoff,foxtrot delta uniform report november whiskey wind 270 degrees 10 knots runway 25 cleared for takeoff,0.625,0.35294117647058826
237," Next, Cleaver take off 25, from St. Daniel, and thanks for your time.", next cleaver take off 250 from st. louis and thanks for your time,cleared for takeoff 25 foxtrot delta uniform thanks november whiskey,0.9230769230769231,0.9230769230769231
238," Je sais depuis un moment que je suis déporté en expression pour toi, mec. Dans 7,8, sur les milliers de l'automonde.", jet sax since a moment i am diverted to rhein 1324 good bye,departure own discretion 25 next 07 sorry for leaving heli hotel yankee,1.0,1.0
239," Morgens Rüflingzeit anbringen, Waldehwans 2400, Kleinling, QNH und wiederwundern.", merger rhein radar identified climb flight level 2400 good morning bye bye,tango 365 entering val d heren 4300 feet climbing qnh 10176,1.2222222222222223,1.0
240," Also ihr habt einen abgeschickt, Herr Kacauan, guten Appel.", also have a good day herr kacauan good bye,affirmation nav checker 511 good afternoon,1.0,0.8888888888888888
241," I'll check their 511, hello?", i ll check their 511 hello,nav checker 511 hello,1.0,0.6666666666666666
242," Auté, les collègues préviginent, nous sommes en 2-5 pour toucher un go.", aero lloyd 5552 good morning we are in 255 for touchdown go,hotel echo xray downwind 25 for touch and go,1.0,0.9166666666666666
243, Otelgolf pragui seko 2-3.300 feet., othel gulf 5023300 feet,hotel golf bravo is echo 2 at 3300 feet,1.8,2.0
244," Kostbrauerschreck 25, Nr. 1", crossair 252 bonjour,golf bravo straight in 25 number 1,1.5,2.3333333333333335
245, Everyone's up there., everyones up there,number 1 golf bravo,1.3333333333333333,1.3333333333333333
246," Hotel Inquiry, 3 da 25, o que você chegou?", hotel inquiry 3 da 25 o que você chegou,hotel echo xray downwind 25 for touch and go,1.0,0.7777777777777778
247," Moi, dans l'autor de la victoire taxi, je vous prouve.", moir de l autor de la victoire taxi i ll be with you,hotel hotel victor taxi is approved thank you sir bonne soiree,1.1,1.0
248," Sur les oeufs, direction Montalac en fin de...", swiss air 488 direct montalac in 10 minutes,charlie zulu direction montana confirm,0.875,1.0
249,やめてもかだ, jetset 452 climb to flight level 330,affirmatif montana,2.0,1.0
250," Merci à la dégâte de la France, 3 notes, photo 07, QNH1018, départition, discussion, crossing, climbing, montagne, approved.", merci a l'allemand guten tag 3 notes photo 07 rhein 0718 good day bye,merci 220 degrees 3 knots 4207 qnh 1018 departure own discretion crossing climbing montana is approved,1.0,1.0714285714285714
251," Lima, Magia 249 Lima, climb flight level 1, 4-0, maintain contact Geneva, arrival 136255", lamia 429 rhein climb flight level 140 maintain contact geneva arrival 13625,lima mike juliett 249 lima climb flight level 140 maintain contact geneva arrival 136255,0.5,0.5
252," Merci au plaisir, va.", merci au revoir,merci au plaisir aurevoir,0.75,0.6666666666666666
253," No sir, you have to refile the flight lens up.", no sir you have to refile the flight lufthansa 5555,no sorry you have to refound the flight plan sir,0.5,0.4
254," Okay, we'll ask the company quickly to refound. No problem, mate. Same mistake, thank you.", ok we ll ask the company quickly to retransmit no problem mate thank you,ok we won t see company quickly to refound no problem technic,0.8666666666666667,0.5
255, 46R2x5,  air france 4625,426 redue 2 by 5,5.0,1.6666666666666667
256," Ah, runway 25, calling, busing, runway 3500, fascha", air malta 25 calling rhein radar 1350 tschuss,runway 25 call you passing 13000 feet 5 thank you,1.25,1.25
257," Hotel Equestria Wind 250°, 18 Nahrtronner 25, Tatschengerät", hotel eurestria 250 degrees zurich 18 nahrtronner 25 tschuss,hotel echo xray wind 250 degrees 18 knots runway 25 cleared touch and go,1.625,1.1111111111111112
258, Почеквали., prague 1324 good morning,runway 25 cleared touch and go hotel echo xray,9.0,2.25
259," Thank you, canages 1023.", thank you canada air 1023,thank you qnh is 1023,1.25,0.4
260, Papa like parking is number one zero but it's with the nose facing to the AISO if I ever make one 80 to park back at parking one zero., pappy 100 parking is number 100 but it's with the nose facing to the aiso if i ever make 180 to parking back at parking 100,papa mike parking is tango 10 but it is with the knots facing to the east so if able make 180 and to park back at parking 10,0.5517241379310345,0.5384615384615384
261," November hotel, the pressing traffic is joining downwind, winds 1, question 260°", november hotel rhein radar traffic is joining downwind winds 1260 degrees,november hotel juliett the preceding traffic is joining downwind wind 1 correction 260 degrees,0.8333333333333334,0.6363636363636364
262," 1 Nuts, 125 kratzvoll Tick auf Report, passing 1 3000 ft in Kleint.",  air netherland 125 kratzvoll tschuss auf report passing 13000 ft in climb,19 knots runway 25 cleared for takeoff report passing 13000 feet and climb,1.0,0.75
263, Третья процедура., transwede 381 proceed direct to rhein,report on final bramois hotel yankee,3.0,1.0
264, CW1 report final, swiss air 1 report final,echo xray number 1 report final,1.3333333333333333,0.6
265, over one report final to the correct flight., hapag lloyd 6001 report final to the correct flight level,number 1 report final hotel echo xray,0.75,0.8
266," Ich bin froh, dass ich mit den Prägenzieren tut.", i am happy to be flying with the pregnant turtles,355 you may leave frequency a toute,1.0,1.0
267, That was a great time., that was a great time,a toute 355,0.8,0.8
268, Nächstes Bravo und auf Checker frei von Mann., netherlands air force 1002 bonjour contact rhein on 132.4,next is bravo nav checker 511,1.0,1.0
269," QNH still 10170, 14NGO", hapag lloyd 90170 rhein 14 ngo,nav checker 511 roger qnh 1017 reported in and go,2.5,1.6666666666666667
270," Tango 366 final, runway 25", tag 366 final rhein 25,tango 366 final runway 25,0.4,0.4
271," Thank you sir, continue approach.", thank you sir continue approach,thank you sir continue approach,0.6,0.0
272," Koppel hier auf Pöltsch, danke für die Fixix.", krobel here on pultsch thank you for the fix,continue approach tango 366,1.0,1.0
273," Celle, Lima Tango, Roger, standby. Coordinate avec le secteur militaire.", cellie lima tango roger stand by coordinate with the military sector,hotel lima tango roger standby i coordinate with military sector,1.0,0.36363636363636365
274," Denver Alpha Sierra, wind 25 degrees 9 knots, runway 25, cleared for takeoff, report the 1-3000 feet climbing.", denver alfa sierra wind 25 degrees 9 knots rhein 25 cleared for take off report the 13000 feet climbing,november alfa sierra wind 250 degrees 9 knots runway 25 cleared for takeoff report 13000 feet climbing,0.5555555555555556,0.3157894736842105
275, سنذهب إلى أسرنا مريكو تورباوز و لو يهيييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييي, sun,sion tower good afternoon helicopter hotel bravo zulu yes india juliett is passing india ready for departure 5225 and then left turn and climbing direction vernayaz,3.25,26.0
276," Nach Checker 511, repurposieren, 13000 ft in Klang, für 17000 ft.", netherlands air force 511 rhein radar 13000 ft in klarung for 17000 ft,nav checker 511 report passing 13000 feet and climb 417000 feet,1.0,0.8461538461538461
277," Bülko and Naftiga, climbing 17000, Bülko Port.", belgian air force 100 climb to 17000 belgian air force 100 good bye,wilco nav checker climbing 17000 will report,0.8571428571428571,0.9230769230769231
278, ឍ្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្, hapag 1000 good morning radar contact,sion tower bonjour b air 95 now establish on the ils runway 25,13.0,2.1666666666666665
279, I'm delivering 30.25 for full stop., i m delivering 3025 for full stop,hotel echo xray descending 25 for full stop,1.0,0.7142857142857143
280," Passage passé 1 000 ft en descent dans le secteur de l'ouest, mosquito 150", pas de passage 1000 feet descend in descent in the sector west mosco 150,passing 10001 0 feet in descent in the western sector mosquito 15 bravo,0.9285714285714286,0.6428571428571429
281," C'est tout à fait un peu correct, et qu'il faut un peu de glider, activité et un hors-sauve de filtre.", swiss air 1052 direct to rhein radar identified,mosquito 15 bravo correct and keep an eyes for glider activity north of the field,1.0,1.875
282," Rally Charlie Zulu Wind 270°N, crossing runway axis and photo 25, Liner ins Crescent.", rally charlie zulu india 270 degrees north crossing runway axis and trasadingen,heli charlie zulu wind 270 degrees 9 knots crossing runway access 5225 landing on discretion,1.0714285714285714,0.75
283, חוסקי כזילה סקי כסטר טרוסה בבקשה שבדעי של איזו, hapag lloyd 5555 zurich 13452 tschuss bye bye,crossing to landing 5225 landing on discretion heli charlie zulu,1.1111111111111112,1.25
284," Tango 335, frequency change, goodbye.", tag 335 frequency change good bye,tango 335 frequency change approved good bye,1.2,0.3333333333333333
285, Goodbye., good bye,good bye,2.0,0.0
286," En acceptant les matalotes, taxi to Olympian Bravo runway 25.", hapag lloyd 6052 climb to flight level 330,foxtrot lima delta taxi to holding point bravo runway 25,0.8,1.125
287, Слышен., lufthansa 3556 climb flight level 330,point bravo runway 25 foxtrot lima delta,7.0,1.1666666666666667
288, W tym miejscu jest to okroba., hapag lloyd 5050 is identified,helicopter heli victor oscar good afternoon,1.0,1.2
289," Y por favor, que abrazo en un...", lufthansa 4560 please climb to flight level 330,victor oscar good afternoon,1.0,1.0
290, We are not ready now., swiss air 4866 is not ready now,we are not ready now foxtrot lima delta,1.0,1.0
291," Charlie, Juliet, you passed Lico 2, continue for direct approach of number 1, report final 25.", charlie juliet you passed rhein 2 continue for direct approach of number 1 report final 25,hotel charlie juliett you passed echo 2 continue for direct approach as number 1 report final 25,0.5,0.25
292," Next final 2-3, Rottert, Charlie 2D.", next final 23 rhein radar charlie 2 delta,next final 25 hotel charlie juliett,0.8333333333333334,0.625
293," VSTJ-467, si on se...", st prex 467 set course direct to st prex,vista jet 467 sion,1.0,0.8888888888888888
294, Gar nicht mehr., german air force 101 proceed direct to rhein,go ahead,1.0,1.0
295, Telegram Express final 254 Tachengro, tag lufthansa 854 tschuss,hotel echo xray final 25 for touch and go,1.6,2.25
296," Off at Lima Delta, hold position and make your run up at the position, QNH1015", hapag lloyd 501 climb to flight level 330,foxtrot lima delta hold position and make your run up at your present position qnh 1015,0.6,2.0
297, Vrijvoud-Schikhaal 501 is verpust., vuelvaud schweizer 101 is identified,nav checker 511 established,1.0,1.0
298," Na, check her, 511, thank you, report, 10 mal.", netherlands air force 511 thank you report 10 mal,nav checker 511511 thank you report 10 miles,0.7777777777777778,0.5555555555555556
299," Der Protekt ist warm wie der Ball, dann checkt er auf.", delta bravo is identified as rhein radar contact good bye,reported 10 miles nav checker 511,1.0,1.0
300," Prèque, prèque, M.15, bon vol, 25 0,030, runway 25, CétoLand.", preuve preuve mer 15 bon vol 25030 runway 25 céto land,break break mosquito 15 bravo 250 degrees 10 knots runway 25 cleared to land,1.3,0.9090909090909091
301," Merci d'avoir regardé la vidéo, on va voir ce que tu as en train de faire par vous.", merci d'avoir regardé la vidéo on va voir ce que tu as en train de faire par vous,cleared to land runway 25 mosquito 15 bravo,1.0,1.0
302," Il y a des margillemets, il va tout!", hapag lloyd 55555 climb to flight level 330,india lima you may leave a toute,1.0,1.0
303," Dobra, jedziemy, chodźmy do piedu.", belgian air force 101 proceed direct to payerne,thank you very much hotel golf kilo,1.4,1.0
304, או תריקו איקר העלווין קרל מרונת 25 קרל סטארט של גורם, aero lloyd 8500 rhein radar contact zurich 13452 tschuss,hotel echo xray wind calm runway 25 cleared touch and go,0.9090909090909091,1.2222222222222223
305, I don't like to fight in a second., i don t like to fly in a second,runway 25 cleared touch and go,1.0,1.0
306, So we just cut, swiss air 1000 good morning,hotel echo xray,1.0,1.0
307, à l'étranger du report positionner altitude., alitalia 1000 rhein radar contact,heli charlie zulu report position altitude,0.8333333333333334,1.2
308, Le Gorge de Montanar est 6000 km., lufthansa 83600 rhein radar is 133.4,le golf de montana 3200,0.8571428571428571,1.0
309," Richard, the traffic is now just exactly in the middle between Echo and Echo 2,4600 feet.", richard the traffic is now just exactly in the middle between echo and echo 2460 feet,roger the traffic is now just exactly in the middle between echo 1 echo 24600 feet,0.375,0.1875
310," We are going to take the tank out for holding point, then the 25R fully ready.", hapag lloyd 5555 good morning radar contact,bravo juliett tango alfa holding point delta 25 we are fully ready,0.9375,1.7142857142857142
311," Hotel Tengual, Farré Port passing 13000 feet, wind 260 degrees, 1-0-0, runway 25, care for takeoff.", hotel tango alfa rhein radar 13000 feet wind 260 degrees tschuss rhein 1000 runway 25 cleared for takeoff,hotel tango alfa report passing 13000 feet wind 260 degrees 10 knots runway 25 cleared for takeoff,0.6875,0.2777777777777778
312," You take off 25, next report to 13000 feet hotel, 10 miles.", you take off 25 next report to 13000 feet hotel 10 miles,cleared takeoff 25 next report the 13000 feet hotel tango alfa,0.6666666666666666,0.5
313," Je suis arrivé à Paris, tu comprends? Je me procède de Chaminot?", jetset 1000 is identified proceed direct to chamonix,charlie papa to confirm you proceed to chermignon,1.0,0.875
314," Rockshot Lima Delta, tion bonjour, Tienesh 1-0-2-3, wind calm runway 25, cleared for takeoff, footboard novembre whiskey.", rock shot lima delta tschuss bonjour tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss tschuss t,foxtrot lima delta sion bonjour qnh 1023 wind calm runway 25 cleared for takeoff report november whiskey,0.7058823529411765,0.896551724137931
315," That is co-extra number one, but final.", that is cross air 111 good bye,hotel echo xray number 1 report final,0.8571428571428571,1.0
316," So one report final, very quick space.", so one report final very quick space,number 1 report final hotel echo xray,0.8571428571428571,0.7142857142857143
317," Manche Leute gibt man, das ist mein aller Vorbild.", manche lufthansa give me a direct to my all previous flight,9 juliett lima 3 miles final departure,1.0,1.0
318," מייג'ואט לימאוווין 240° 170.325, קלחת הולן", meridiana 240 rhein 170.325 kilo hotel rhein,9 juliett lima wind 240 degrees 17 knots runway 25 cleared to land,2.1666666666666665,1.7142857142857142
319,我們就把這隻蛋埋住了, guten tag st prex 1324 good bye,runway 25 cleared to land 9 juliett lima,8.0,1.1428571428571428
320, 2400 feet for landing, 2400 feet for landing,clouds 400 feet for landing,0.5,0.5
321," Takeoff runway 25 will report 7 miles from Siong, maximum 11000 feet, PST 466.", take off runway 25 will report 7 miles from st goranz maximum 11000 feet pst 466,takeoff runway 257 miles from sion maximum 11000 feet vista jet 467,0.7142857142857143,0.6875
322, Et c'est déjà tout pour la fixation., et c est déjà tout pour la fixation,vista jet 467,1.0,1.0
323," Тамо 31, 3 санграны, Рагент, такси, approved.", tag n313 st prex rhein radar contact approved,tango 313 sion ground hello again taxi approved,1.1428571428571428,0.875
324," Autor de l'éco-extrait, wind 260°, 100°, runway 25, clear to land.", autor de l'eco extra jet 260 degree turn 100 degrees rhein 25 cleared to land,hotel echo xray wind 260 degrees 10 knots runway 25 cleared to land,0.9090909090909091,0.6666666666666666
325, to land or only to fiber-delicate space., to london only to fiber delicate space,cleared to land runway 25 hotel echo xray,0.8571428571428571,1.0
326, C'est cocteur 1, swiss air 100 contact rhein radar 132.4,takeoff sierra number 1,1.0,1.0
327, Number one of the request., hapag lloyd 1001 rhein radar identified,number 1 hotel echo xray,1.0,1.0
328," November Alpha, Sierra, Line up runway to 5.", november alfa sierra lufthansa 5,november alfa sierra line up runway 25,0.75,0.8
329," Deze auto is in de directe locatie, het is een prachtige auto.", delta india is in direct location it is a great auto,hello tower helicopter india juliett hello again we are descending croix de coeur 6000 feet 6800 feet descend to left 52,1.6666666666666667,1.8181818181818181
330, Le jeunesse reporté à la CERRA ou GO CERRA QNH 1017, lufthansa 3556 report to zurich or go to zurich 1017,india juliett report hotel sierra or golf sierra qnh 1017,0.9090909090909091,0.7
331, Check out 511. Good afternoon., hapag lloyd 511 good afternoon,nav checker 511 good afternoon,1.0,0.4
332, We are on the way to your airfield and I would like to know what is the actual cloud space you have in your area?, hapag lloyd 6000 is identified and i would like to know what is the actual cloud cover in your area,nav checker 511 we are on the way to your airfield and i would like to know what is the actual ground base you have in your area,0.32,0.75
333,ḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍḍ,1,uniform golf wind 240 degrees 14 knots runway 25 clear takeoff right turn out climb approved report leaving,1.0,1.0
334, Takeoff right turn out and the report leaving in ifongos., take off right turn out and report leaving in 1000 feet,cleared to takeoff right turn out and report leaving uniform golf,0.6,0.5454545454545454
335," Teleco Express 9125, attention, go.", teleco express 9125 attention go,hotel echo xray downwind 25 for touch and go,1.8,1.6
336," Fox Delta, hier vom Line-Up and Wait, war ja Intersection, all fucking H1217.", fox delta contact zurich 132.4 good bye,foxtrot delta uniform line up and wait via intersection alfa qnh 1017,0.9230769230769231,1.5714285714285714
337, What's the name of this party?, whats the name of this party,lufthansa mike which parking,1.0,1.0
338, But Mike continue for about 2-0 meters and then we'll be first yellow line to the right., but mike continue for about 20 minutes and then we will be flying level 310,lufthansa mike continue for what 20 meters and then will be first a yellow light to the right,0.47058823529411764,0.7333333333333333
339, سيتحنقوه تلافاويسكي, sabena 800 tulsa fly bye,35 tango hotel alfa whiskey,2.5,1.0
340," OK, approximately 15 minutes for start, thank you.", ok approximately 15 minutes for start thank you,ok approximately 15 minutes before starting thank you,0.5,0.25
341," NBM-51 start-up approved on way 25, QNH-12 report ready for taxi.", nbm 51 start up approved on way to zurich 25012 report ready for taxi,b air 951 startup approved runway 25 qnh 1012 report ready for taxi,0.8181818181818182,0.6428571428571429
342," I approve, Kinej 1012, report ready for taxi BN952.", i approve kinej 1012 report ready for taxi bye bye,approved qnh 1012 report ready for taxi b air 952,0.7777777777777778,0.6
343, En fait la coiffeur est réglée à la plaine dans le tout fil., hapag lloyd 5555 rhein radar identified,hotel echo xray recleared full stop landing runway 25,1.0,1.5
344, I'm sure it works out well on the inside of this thing., i m sure it works out well on the inside of this thing,recleared full stop runway 25 echo xray,1.0,1.0
345," Auté le coexpert, report downwind, swing calm on a 25, take off.", aero lloyd 5555 report direct to st prex climb flight level 250,hotel echo xray report downwind wind calm runway 25 cleared for takeoff,0.8333333333333334,0.9166666666666666
346, هل تلقى البابا يقوم بإمكانه في المخلوق؟, hapag lloyd 5555 climb flight level 330,hotel papa mike 1 speed visual control make 118 backtrack to vacate at alfa,2.0,2.0
347," T'as les coexprés, n°1, report final.", tag lufthansa 101 report final,hotel echo xray number 1 report final,1.0,1.0
348," one, folks find out a bit of great space.", one alfa foxtrot sierra india contact rhein radar,number 1 report final hotel echo xray,1.0,1.0
349," Sie haben sich verbringt, da darf ich auf einmal nach oben.", sabena 8016 has climbed to flight level 330,we have the traffic in sight nav checker 511,1.0,1.125
350, Sure., sure,roger,1.0,1.0
351," Et passons à 100 000 ft, à 100 000 ft, à revoir le site au renseignement.", et passons à 100 000 ft à 100 000 ft à revoir le site au renseignement,when passing 10 thousand feet to 4000 feet mosquito 15 bravo,1.0,1.0
352," Bonn feier Bravo, thank you.", bonjour merci,15 bravo thank you,0.8,2.0
353, إلي أسكاوز الروف رقصية جنبروف جنب, alitalia 276 rhein radar identified,heli oscar zulu frequency change approved schone,1.1666666666666667,1.4
354, تاتشونا عليوه السلام, tag swiss air 101 alfa rhein,beste schone heli oscar zulu,1.6666666666666667,1.0
355," Thanks for doing your roundtrip, take off, 5-1.", thanks for doing your round trip take off 51,taxi going around nav checker 511,1.0,1.0
356," Wir sind jetzt auf der Krampe, wir werden uns jetzt noch eine nächste Foto durchfallen."," swiss air 1000 is now on the climb, we will now continue our next flight level",charlie zulu seaching hotel sierra for landing fato 25,1.0,1.0
357," Charlie 0, wind 250,140, far 2 to 5, any on this question?", charlie oscar 250140 faraday 2 to 5 any other question,charlie zulu wind 25 which is at 14 knots fato 25 landing on discretion,1.0833333333333333,1.3
358," Ich denke, das ist ein stressfreitür 2.5, ich kann nicht so los.", i think delta 25 is a stress free turn 2.5 i can ttll,landing on discretion fato 25 charlie zulu,1.0,1.0
359, We are not ready now for the kingdom., swiss air 1000 is not ready now for the kingdom,we are not ready now foxtrot lima delta,0.5,0.7
360," Auto Station, Coding please, Passiermessage.", auto station code please passier message,roger station calling please pass your message,1.4,0.6666666666666666
361," ლლლ, ლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლ", l,sion victor oscar hook mission completed now landing victor call you before departure,6.5,13.0
362, Пикдовская ротжатор., pld lufthansa 8300 turn right to zurich,victor oscar roger talk to you later,3.5,1.0
363, Oh, oscar india contact zurich 13462,thank you,2.0,1.0
364," Je vous remercie, vous pouvez laisser la fréquence, bye bye!", jetset 1000 good morning you can leave the frequency bye bye,helicopter tango oscar you may leave the frequency bye bye,0.9,0.45454545454545453
365, Jag tror att jag har läst en riktig sysselsättning., jet turbo jet 1324 set heading 170,tango oscar leave the frequency bye bye,1.0,1.0
366, Now check the 511 for the climb is approved., now check the 511 for the climb is approved,nav checker 511 further climb is approved,0.6666666666666666,0.5555555555555556
367," Fertig klein, mal 50 k, abtäckert Fauer.", hapag lloyd 500 kilo maintain level 320,further climb approved again nav checker 511,1.0,1.0
368," Maché car 511 contact sur approach 126.825, talk to you later.", merair 511 contact zurich 126.825 tschuss later,nav checker 511 contact sion approach 126.825 talk to you later,0.45454545454545453,1.0
369," 16825, nach der Knappe.",  air malta 16825 nackenheim,126825 talk to you later nav checker 511,2.0,2.0
370," C'est à ça, Whiskey?", swiss air 100 whiskey,delta whiskey,1.0,0.75
371," Wind 2.5 degrees, 22 knots, runway 2.5, here to land.", wind 250 degrees 22 knots rhein 2.5 here to land,wind 250 degrees 22 knots runway 25 cleared to land,0.7,0.3
372, Please turn on the telephone with me., please turn on the transponder with me,cleared to land hotel delta whiskey,1.0,1.0
373," Il y a bien plus de 50, 60 km de la salle de la salle, mais qui peut être encore un mince à taux?", hapag lloyd 606 climb to flight level 330,hotel yankee saint martin 65000 feet for landing fato,1.0,1.125
374," The hotel Yankee report total anchor Gulf, I go QNH 1017", hotel yankee report total altitude gulf i go qnh 1017,heli hotel yankee report hotel echo golf echo qnh 1017,0.7272727272727273,0.6
375, Nous sommes en train de prendre des outils pour les roues de l'autoroute pour les roues de l'autoroute., netherlands air force 1000 rhein radar identified,sion heli hotel bravo zulu charlie zulu we just upon val d annivier low altitude for hook mission established for 1 low altitude,1.2777777777777777,3.2857142857142856
376," Auté d'autor d'Azionki, wind calm, photo 25, end of discussion.", aero lloyd 5200 rhein radar contact good bye,hotel hotel yankee wind calm fato 25 landing own discretion,0.9,1.25
377," Tango 365, Chantarelle, Okinawa 1023, reporte Hotel November, runway 25 in use.", tag 365 chantarelle okinawa 1023 report hotel november runway 25 in use,tango 365 sion tower hello qhn 1023 report hotel november runway 25 in use,0.9166666666666666,0.4166666666666667
378," 2, 3, 2, 5, thanks for the wrap, for shipping, success",  swiss air 3252 thanks for the rapperswil-zürich,sion 23 runway 25 next hotel november for 365,0.9090909090909091,1.2857142857142858
379," Dr, Lima Delta, wind 250°, 12 knots, runway 25, clear touch and go.", delta lima delta 250 degrees 12 knots rhein 25 clear touch and go,foxtrot lima delta wind 250 degrees 12 knots runway 25 cleared touch and go,0.6923076923076923,0.3076923076923077
380," November hotel Juliet, vacate next left intersection Gulf and then taxi to Honey Point Delta.", november hotel juliet vacate next left intersection golf and then taxi to honey point delta,november hotel juliett vacate next left intersection golf and then taxi to holding point delta,0.4,0.13333333333333333
381," Bailback correct, Anastatopie de ProSkin H1014", belair 1014 correct st prex airport payerne,read back correct startup is approved qnh 1014,1.3333333333333333,1.0
382," Tango 313, Goldisar etc. 5300, questo c'è il gioco.", tag 313 good morning zurich 1345 tschuss,tango 313 col du sallest at 8000 feet requested change,1.1111111111111112,1.2857142857142858
383," Fais rentrer, je me livre les 4,4, merci, bonne soirée.", fox rhein radar 132.4 merci bon soirée,c est rentre you may leave frequency merci bonne soiree,0.9,1.2857142857142858
384," Leading, merci à toi et bonne soirée, ça vous suit aussi.", lufthansa 4556 merci a toi et bonne soiree ciao,leaving merci a toi et bonne soiree tango 313,0.6363636363636364,0.4444444444444444
385, روتياليكو اكفرين نمبران, rota 100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,hotel echo xray number 1,1.6666666666666667,2.5
386, Number one authentic outfit., netherlands air force 1000 call zurich 13452,number 1 hotel echo xray,1.25,1.0
387," Opel Bravo Kilo Charlie Juliet, Echo 1, 5000 ft, 4800 ft.", opsel bravo kilo charlie juliet echo 1500 feet 4800 feet,hotel bravo kilo charlie juliett echo 15000 and 84800 feet,1.0,0.5
388, Это чарли и очевидетный кшипот и катун, aero lloyd 5555 good morning radar contact,hello charlie juliett next report echo 2,1.0,1.0
