file,whisper_text,correct_text
atcosim_train1135.wav,oscar oscar papa hotel india good morning radar contact,oscar oscar papa hotel india good morning radar contact
atcosim_train1136.wav,sierra alfa fox 112 maintain your heading and call us frequency 12737 good day,sierra alfa fox 112 maintain your heading and call us frequency 12737 good day
atcosim_train1137.wav,lufthansa 4416 call zurich on 1346 good day,lufthansa 4416 call zurich on 1346 good day
atcosim_train1138.wav,europa 363 good morning radar contact,europa 363 good morning radar contact
atcosim_train1139.wav,britannia triple 2 alfa call us on 132.4 good day,britannia triple 2 alfa call us on 132.4 good day
atcosim_train1140.wav,belstar 502 hotel contact rhein 1324 good day,belstar 502 hotel contact rhein 1324 good day
atcosim_train1141.wav,lufthansa 3556 good morning in radar contact climb to flight level 290 and climb with 2000 feet per minute or more until passing 260,lufthansa 3556 good morning in radar contact climb to flight level 290 and climb with 2000 feet per minute or more until passing 260
atcosim_train1142.wav,alitalia 292 radarkontek,alitalia 292 radar contact
atcosim_train1143.wav,speed bird 124 call rhein on 12737 good day,speed bird 124 call rhein on 12737 good day
atcosim_train1144.wav,turkair 51512737 good day,turkair 51512737 good day
atcosim_train1145.wav,hapag lloyd 3551 zurich 133.4 auf wiederhoren,hapag lloyd 3551 zurich 133.4 auf wiederhoren
atcosim_train1146.wav,sabena 9369 good morning radar contact,sabena 9369 good morning radar contact
atcosim_train1147.wav,britannia 236 alfa good morning radar contact,britannia 236 alfa good morning radar contact
atcosim_train1148.wav,oscar hotel india contact rhein on 1324 good day,oscar hotel india contact rhein on 1324 good day
atcosim_train1149.wav,midland 720 good morning radar contact,midland 720 good morning radar contact
atcosim_train1150.wav,alitalia 292 turnen left by 10 degrees,alitalia 292 turn left by 10 degrees
atcosim_train1151.wav,alitalia 149 radar contact,alitalia 149 radar contact
atcosim_train1152.wav,alitalia 487 call zurich on 134.6 buongiorno,alitalia 487 call zurich on 134.6 buongiorno
atcosim_train1153.wav,speed bird 122 radar contact,speed bird 122 radar contact
atcosim_train1154.wav,good morning sabena 801 radar contact,good morning sabena 801 radar contact
atcosim_train1155.wav,delta india charlie papa alfa call milano on 13452,delta india charlie papa alfa call milano on 13452
atcosim_train1156.wav,netherlands air force 35 call rhein on 1324 good day,netherlands air force 35 call rhein on 1324 good day
atcosim_train1157.wav,sabena 9369 proceed direct trasadingen,sabena 9369 proceed direct trasadingen
atcosim_train1158.wav,oscar hot  disregard,oscar hot  disregard
atcosim_train1159.wav,alitalia 157 buongiorno radar contact,alitalia 157 buongiorno radar contact
atcosim_train1160.wav,lufthansa 3638 guten morgen climb to flight level 270,lufthansa 3638 guten morgen climb to flight level 270
atcosim_train1161.wav,lufthansa 3638 can you accept level 350,lufthansa 3638 can you accept level 350
atcosim_train1162.wav,roger i ll call you back,roger i ll call you back
atcosim_train1163.wav,midland 720 call rhein on 12737 good day,midland 720 call rhein on 12737 good day
atcosim_train1164.wav,alitalia 149 turn to trasadingen,alitalia 149 turn to trasadingen
atcosim_train1165.wav,sabena 801 direct to trasadingen,sabena 801 direct to trasadingen
atcosim_train1166.wav,lufthansa 3556 call zurich on 134.6,lufthansa 3556 call zurich on 134.6
atcosim_train1167.wav,britannia 236 alfa turn right to trasadingen,britannia 236 alfa turn right to trasadingen
atcosim_train1168.wav,europa 363 call rhein on 12737 good day,europa 363 call rhein on 12737 good day
atcosim_train1169.wav,speed bird 122 rhein 12737 good day,speed bird 122 rhein 12737 good day
atcosim_train1170.wav,alitalia 292 direct to gotil,alitalia 292 direct to gotil
atcosim_train1171.wav,condor 218 good morning radar contact,condor 218 good morning radar contact
atcosim_train1172.wav,lufthansa 3638 climb to flight level 310,lufthansa 3638 climb to flight level 310
atcosim_train1173.wav,delta india mike lima lima call milano on 13452,delta india mike lima lima call milano on 13452
atcosim_train1174.wav,sabena 9369 descend to flight level 290,sabena 9369 descend to flight level 290
atcosim_train1175.wav,good morning swiss air 783 romeo radar contact,good morning swiss air 783 romeo radar contact
atcosim_train1176.wav,alitalia 413 buongiorno climb to flight level 250,alitalia 413 buongiorno climb to flight level 250
atcosim_train1177.wav,good morning alitalia 465 radar contact,good morning alitalia 465 radar contact
atcosim_train1178.wav,lufthansa 3638 continue climb to level 350,lufthansa 3638 continue climb to level 350
atcosim_train1179.wav,alitalia 157 direct trasadingen,alitalia 157 direct trasadingen
atcosim_train1180.wav,jetset 497 good morning radar contact,jetset 497 good morning radar contact
atcosim_train1181.wav,sabena 9369 call zurich on 1346 good day,sabena 9369 call zurich on 1346 good day
atcosim_train1182.wav,britannia 236 alfa zurich on 133.4,britannia 236 alfa zurich on 133.4
atcosim_train1183.wav,alitalia 292 rhein 12737,alitalia 292 rhein 12737
atcosim_train1184.wav,good afternoon air berlin 5255 identified proceed direct to fox fox mike,good afternoon air berlin 5255 identified proceed direct to fox fox mike
atcosim_train1185.wav,delta echo bravo stop climb at flight level 370,delta echo bravo stop climb at flight level 370
atcosim_train1186.wav,affirm delta echo bravo contact zurich 133.4,affirm delta echo bravo contact zurich 133.4
atcosim_train1187.wav,sobelair 2521 contact rhein radar 132.4,sobelair 2521 contact rhein radar 132.4
atcosim_train1188.wav,tarom 372 good afternoon identified,tarom 372 good afternoon identified
atcosim_train1189.wav,lufthansa,lufthansa
atcosim_train1190.wav,lufthansa 4408 contact zurich 134.6,lufthansa 4408 contact zurich 134.6
atcosim_train1191.wav,swiss air 806 is identified proceed direct to november tango mike,swiss air 806 is identified proceed direct to november tango mike
atcosim_train1192.wav,swiss air 806 climb flight level 320,swiss air 806 climb flight level 320
atcosim_train1193.wav,hello swiss air 9360 identified i ll call you back for higher level in 4 minutes when clear of crossing traffic,hello swiss air 9360 identified i ll call you back for higher level in 4 minutes when clear of crossing traffic
atcosim_train1194.wav,lufthansa 3566 is identified proceed to trasadingen climb to flight level 290,lufthansa 3566 is identified proceed to trasadingen climb to flight level 290
atcosim_train1195.wav,swiss air 9360 climb to flight level 310 initially,swiss air 9360 climb to flight level 310 initially
atcosim_train1196.wav,and swiss air 9360 you are cleared direct to gotil,and swiss air 9360 you are cleared direct to gotil
atcosim_train1197.wav,hapag lloyd 112 good afternoon proceed direct to frankfurt,hapag lloyd 112 good afternoon proceed direct to frankfurt
atcosim_train1198.wav,aero lloyd 112 is identified,aero lloyd 112 is identified
atcosim_train1199.wav,tarom 372 contact rhein radar 132.4,tarom 372 contact rhein radar 132.4
atcosim_train1200.wav,airals 1088 contact rhein radar 127.37,airals 1088 contact rhein radar 127.37
atcosim_train1201.wav,buongiorno alitalia 6474 identified,buongiorno alitalia 6474 identified
atcosim_train1202.wav,lufthansa 3604 is identified proceed to trasadingen climb flight level 290,lufthansa 3604 is identified proceed to trasadingen climb flight level 290
atcosim_train1203.wav,klm 346 is identified,klm 346 is identified
atcosim_train1204.wav,sabena 830 is identified,sabena 830 is identified
atcosim_train1205.wav, lufthansa 3566 climb flight level 310,lufthansa 3566 climb flight level 310
atcosim_train1206.wav,swiss air 806 contact rhein radar 127.37,swiss air 806 contact rhein radar 127.37
atcosim_train1207.wav,air berlin 5255 contact rhein radar 127.37,air berlin 5255 contact rhein radar 127.37
atcosim_train1208.wav,sabena 830 proceed to gotil,sabena 830 proceed to gotil
atcosim_train1209.wav,klm 34 s  6 report your heading,klm 34 s  6 report your heading
atcosim_train1210.wav,klm 346 turn left fly heading 345,klm 346 turn left fly heading 345
atcosim_train1211.wav,swiss air 9360 climb now flight level 320,swiss air 9360 climb now flight level 320
atcosim_train1212.wav,lufthansa 4700 is identified proceed to trasadingen climb to flight level 290,lufthansa 4700 is identified proceed to trasadingen climb to flight level 290
atcosim_train1213.wav,lufthansa 3566 climb now to flight level 370,lufthansa 3566 climb now to flight level 370
atcosim_train1214.wav,swiss air 9360 contact rhein radar 127.37,swiss air 9360 contact rhein radar 127.37
atcosim_train1215.wav,is that lufthansa 4207,is that lufthansa 4207
atcosim_train1216.wav,britannia 327 alfa is identified,britannia 327 alfa is identified
atcosim_train1217.wav,speed bird 129 identified,speed bird 129 identified
atcosim_train1218.wav,klm 346 climb to flight level 320,klm 346 climb to flight level 320
atcosim_train1219.wav,sabena 830 contact rhein radar 127.37,sabena 830 contact rhein radar 127.37
atcosim_train1220.wav,good afternoon lufthansa 4207 identified proceed direct to delta kilo bravo,good afternoon lufthansa 4207 identified proceed direct to delta kilo bravo
atcosim_train1221.wav,britannia 327 alfa contact rhein radar 132.4,britannia 327 alfa contact rhein radar 132.4
atcosim_train1222.wav,klm 346 report your mach number,klm 346 report your mach number
atcosim_train1223.wav,klm 346 can you increase to.77 or more,klm 346 can you increase to .77 or more
atcosim_train1224.wav,or make it.77 or more,or make it .77 or more
atcosim_train1225.wav,lufthansa 3566 contact zurich 133.4,lufthansa 3566 contact zurich 133.4
atcosim_train1226.wav,lufthansa 4207 descend to flight level 330,lufthansa 4207 descend to flight level 330
atcosim_train1227.wav,lufthansa 3604 contact zurich 134.6,lufthansa 3604 contact zurich 134.6
atcosim_train1228.wav,golf bravo victor juliett india is identified,golf bravo victor juliett india is identified
atcosim_train1229.wav,klm 346 turn right heading 355 this is an order to stay within german airspace,klm 346 turn right heading 355 this is an order to in german airspace
atcosim_train1230.wav,hotel bravo india tango romeo is identified climb to flight level 340,hotel bravo india tango romeo is identified climb to flight level 340
atcosim_train1231.wav,and hotel bravo india disregard,and hotel bravo india disregard
atcosim_train1232.wav,klm 346 your speed is to your convenience,klm 346 your speed is to your convenience
atcosim_train1233.wav,hapag lloyd 112 contact rhein radar 127.37,hapag lloyd 112 contact rhein radar 127.37
atcosim_train1234.wav,speed bird 129 proceed direct to mike uniform november now,speed bird 129 proceed direct to mike uniform november now
atcosim_train1235.wav,speed bird 129 contact rhein radar 132.4,speed bird 129 contact rhein radar 132.4
atcosim_train1236.wav,hello saudia 106 identified,hello saudia 106 identified
atcosim_train1237.wav,lufthansa 4207 contact rhein radar 132.4,lufthansa 4207 contact rhein radar 132.4
atcosim_train1238.wav,132.4 please for the lufthansa 4207,132.4 please for the lufthansa 4207
atcosim_train1239.wav,golf bravo victor juliett india turn right to trasadingen,golf bravo victor juliett india turn right to trasadingen
atcosim_train1240.wav,hotel bravo india tango romeo turn left to nattenheim november tango mike,hotel bravo india tango romeo turn left to nattenheim november tango mike
atcosim_train1241.wav,lufthansa 3550 is identified climb initially to flight level 250,lufthansa 3550 is identified climb initially to flight level 250
atcosim_train1242.wav,hotel bravo india tango romeo climb now to flight level 360,hotel bravo india tango romeo climb now to flight level 360
atcosim_train1243.wav,klm 346 turn left to nattenheim,klm 346 turn left to nattenheim
atcosim_train1244.wav,hello sabena 836 identified,hello sabena 836 identified
atcosim_train1245.wav,lufthansa 4209 is identified turn left to delta kilo bravo,lufthansa 4209 is identified turn left to delta kilo bravo
atcosim_train1246.wav,alitalia 6474 contact rhein radar 127.37,alitalia 6474 contact rhein radar 127.37
atcosim_train1247.wav,lufthansa 4700 contact zurich 134.6,lufthansa 4700 contact zurich 134.6
atcosim_train1248.wav,bee med 1 is identified proceed direct to tango golf oscar,bee med 1 is identified proceed direct to tango golf oscar
atcosim_train1249.wav,lufthansa 3550 climb to flight level 290,lufthansa 3550 climb to flight level 290
atcosim_train1250.wav,saudia 106 contact rhein radar 132.4,saudia 106 contact rhein radar 132.4
atcosim_train1251.wav,klm 346 rhein radar 127.37,klm 346 rhein radar 127.37
atcosim_train1252.wav,hotel bravo india tango romeo rhein radar 127.37 good bye,hotel bravo india tango romeo rhein radar 127.37 good bye
atcosim_train1253.wav,lufthansa 5504 is identified,lufthansa 5504 is identified
atcosim_train1254.wav,lufthansa 5504 report your heading,lufthansa 5504 report your heading
atcosim_train1255.wav,lufthansa 5504 turn right heading 190,lufthansa 5504 turn right heading 190
atcosim_train1256.wav,who was calling rhein last please,who was calling rhein last please
atcosim_train1257.wav,alitalia 150 is identified,alitalia 150 is identified
atcosim_train1258.wav,lufthansa 4209 descend to flight level 340,lufthansa 4209 descend to flight level 340
atcosim_train1259.wav,lufthansa 3550 what is your rate of climb,lufthansa 3550 what is your rate of climb
atcosim_train1260.wav, Es fain,that s fine
atcosim_train1261.wav,golf juliett india contact zurich 133.4,golf juliett india contact zurich 133.4
atcosim_train1262.wav,belgian airforce 44 identified what was your request please,belgian airforce 44 identified what was your request please
atcosim_train1263.wav,roger,roger
atcosim_train1264.wav,say again,say again
atcosim_train1265.wav,crossair 858 is identified,crossair 858 is identified
atcosim_train1266.wav,delta india mike mike echo identified climb to flight level 290 report your heading,delta india mike mike echo identified climb to flight level 290 report your heading
atcosim_train1267.wav,delta india mike mike echo turn left heading 175,delta india mike mike echo turn left heading 175
atcosim_train1268.wav,bee med 1 contact rhein radar 132.4,bee med 1 contact rhein radar 132.4
atcosim_train1269.wav,lufthansa 4209 descend now to flight level 330,lufthansa 4209 descend now to flight level 330
atcosim_train1270.wav,affirm lufthansa 4209 contact rhein radar 132.4,affirm lufthansa 4209 contact rhein radar 132.4
atcosim_train1271.wav,sabena 836 contact rhein radar 127.37,sabena 836 contact rhein radar 127.37
atcosim_train1272.wav,alfa fox bravo 44 proceed own navigation to gotil,alfa fox bravo 44 proceed own navigation to gotil
atcosim_train1273.wav,who is calling rhein last please,who is calling rhein last please
atcosim_train1274.wav,aerovic 1061 is identified,aerovic 1061 is identified
atcosim_train1275.wav,adria 1627 is identified break aerovic 1061 report your heading,adria 1627 is identified break aerovic 1061 report your heading
atcosim_train1276.wav,roger aerovic 1061 for separation turn right heading 195,roger aerovic 1061 for separation turn right heading 195
atcosim_train1277.wav,lufthansa 3550 contact zurich 134.6,lufthansa 3550 contact zurich 134.6
atcosim_train1278.wav,lufthansa 5504 proceed own navigation to trasadingen,lufthansa 5504 proceed own navigation to trasadingen
atcosim_train1279.wav,merair 6952 is identified climb to flight level 270 proceed direct to trasadingen,merair 6952 is identified climb to flight level 270 proceed direct to trasadingen
atcosim_train1280.wav,tarom 374 is in radar contact,tarom 374 is in radar contact
atcosim_train1281.wav,alitalia 291 is identified,alitalia 29 o 1 is identified
atcosim_train1282.wav,air adria 1627 is identified,air adria 1627 is identified
atcosim_train1283.wav,tarom 374 report your heading,tarom 374 report your heading
atcosim_train1284.wav,tarom 374 turn right heading 135,tarom 374 turn right heading 135
atcosim_train1285.wav,nato 10 is identified report your heading,nato 10 is identified report your heading
atcosim_train1286.wav,roger nato 10 turn right heading 320,roger nato 10 turn right heading 320
atcosim_train1287.wav,crossair 858 contact rhein radar 127.37,crossair 858 contact rhein radar 127.37
atcosim_train1288.wav,malaysian 4 is identified,malaysian 4 is identified
atcosim_train1289.wav,britannia 306 alfa is identified,britannia 306 alfa is identified
atcosim_train1290.wav,merair 6952 report your heading,merair 6952 report your heading
atcosim_train1291.wav, roger,roger
atcosim_train1292.wav,lufthansa 5504 contact zurich 134.6,lufthansa 5504 contact zurich 134.6
atcosim_train1293.wav,adria 1627 contact rhein 132.4,adria 1627 contact rhein 132.4
atcosim_train1294.wav,belgian airforce 44 descend now flight level 340,belgian airforce 44 descend now flight level 340
atcosim_train1295.wav,affirm belgian airforce 44 contact rhein radar 127.37,affirm belgian airforce 44 contact rhein radar 127.37
atcosim_train1296.wav,gulf air 005 is identified,gulf air 005 is identified
atcosim_train1297.wav,merair 6944 is identified proceed to trasadingen climb flight level 290,merair 6944 is identified proceed to trasadingen climb flight level 290
atcosim_train1298.wav,swiss air 9359 is identified,swiss air 9359 is identified
atcosim_train1299.wav,lufthansa 5217 is identified,lufthansa 5217 is identified
atcosim_train1300.wav,swiss air 9359 descend to flight level 350,swiss air 9359 descend to flight level 350
atcosim_train1301.wav,affirm,affirm
atcosim_train1302.wav,merair 6952 climb now to flight level 310,merair 6952 climb now to flight level 310
atcosim_train1303.wav,negative 6952 climb to flight level 310,negative 6952 climb to flight level 310
atcosim_train1304.wav,tarom 374 proceed now own navigation to kilo papa tango,tarom 374 proceed now own navigation to kilo papa tango
atcosim_train1305.wav,affirm tarom 374 contact rhein 132.4,affirm tarom 374 contact rhein 132.4
atcosim_train1306.wav,aerovic 1061 proceed to trasadingen,aerovic 1061 proceed to trasadingen
atcosim_train1307.wav,merair 6952 climb at best rate,merair 6952 climb at best rate
atcosim_train1308.wav,delta mike echo proceed to trasadingen,delta mike echo proceed to trasadingen
atcosim_train1309.wav,delta charlie india november alfa is identified climb initially to flight level 270,delta charlie india november alfa is identified climb initially to flight level 270
atcosim_train1310.wav,alitalia 135 is identified,alitalia 135 is identified
atcosim_train1311.wav,britannia 3 o 6 alfa contact rhein 132.4,britannia 3 o 6 alfa contact rhein 132.4
atcosim_train1312.wav,non rvsm steel 88 is identified,non rvsm steel 88 is identified
atcosim_train1313.wav,tun air 4802 say your position,tun air 4802 say your position
atcosim_train1314.wav,tun air 4802 is identified you are cleared direct to fox fox mike,tun air 4802 is identified you are cleared direct to fox fox mike
atcosim_train1315.wav,meridiana 6952 contact rai  sorry it s zurich 134.6 good bye,meridiana 6952 contact rhei  sorry it s zurich 134.6 good bye
atcosim_train1316.wav,delta mike echo likewise zurich 134.6,delta mike echo likewise zurich 134.6
atcosim_train1317.wav,lufthansa 5217 turn now left to delta kilo bravo,lufthansa 5217 turn now left to delta kilo bravo
atcosim_train1318.wav,sunwing 5214 is identified,sunwing 5214 is identified
atcosim_train1319.wav,sunwing 5212 in radar contact,sunwing 5212 in radar contact
atcosim_train1320.wav,nato turn re  maintain heading report heading to adjacent sector contact rhein radar 127.37,nato turn re  maintain heading report heading to adjacent sector contact rhein radar 127.37
atcosim_train1321.wav,nato 10,nato 10
atcosim_train1322.wav,swiss air 9359 descend to flight level 330,swiss air 9359 descend to flight level 330
atcosim_train1323.wav,alitalia 369 is identified,alitalia 369 is identified
atcosim_train1324.wav,swiss air 9359 continue descend to flight level 310,swiss air 9359 continue descend to flight level 310
atcosim_train1325.wav,alitalia 150 contact rhein radar 12737,alitalia 150 contact rhein radar 12737
atcosim_train1326.wav,malaysian 4 contact rhein radar 127.37,malaysian 4 contact rhein radar 127.37
atcosim_train1327.wav,gulf air 5 rhein radar 127.37,gulf air 5 rhein radar 127.37
atcosim_train1328.wav,aerovic 1061 contact zurich 134.6,aerovic 1061 contact zurich 134.6
atcosim_train1329.wav, alitalia 291 likewise rai  no zurich 134.6,alitalia 291 likewise rhein no zurich 134.6
atcosim_train1330.wav,lufthansa 4217 contact rhein radar 132.4,lufthansa 4217 contact rhein radar 132.4
atcosim_train1331.wav,air algerie 2073 is identified climb initially to flight level 250,air algerie 2073 is identified climb initially to flight level 250
atcosim_train1332.wav,delta november alfa turn left to fly heading 165,delta november alfa turn left to fly heading 165
atcosim_train1333.wav,swiss air 9359 contact rhein 132.4,swiss air 9359 contact rhein 132.4
atcosim_train1334.wav,steel 88 contact rhein radar 132.4,steel 88 contact rhein radar 132.4
atcosim_train1335.wav,algerie 2073 turn right heading 185,algerie 2073 turn right heading 185
atcosim_train1336.wav, merair 6944 kontakt zurich 134.6,merair 6944 contact zurich 134.6
atcosim_train1337.wav,calling rhein say again,calling rhein say again
atcosim_train1338.wav,delta india bravo echo charlie is identified proceed direct to delta kilo bravo,delta india bravo echo charlie is identified proceed direct to delta kilo bravo
atcosim_train1339.wav,aero lloyd 562 is identified climb to flight level 290,aero lloyd 562 is identified climb to flight level 290
atcosim_train1340.wav,sunwing 5214 descend to flight level 370,sunwing 5214 descend to flight level 370
atcosim_train1341.wav,alitalia 369 descend to flight level 310,alitalia 369 descend to flight level 310
atcosim_train1342.wav,scandinavian 687 is identified,scandinavian 687 is identified
atcosim_train1343.wav,aero lloyd 562 climb to flight level 310,aero lloyd 652 climb to flight level 310
atcosim_train1344.wav,delta november alfa maintain heading climb to flight level 290,delta november alfa maintain heading climb to flight level 290
atcosim_train1345.wav,delta india bravo echo charlie descend to flight level 360,delta india bravo echo charlie descend to flight level 360
atcosim_train1346.wav,alitalia 469 is identified,alitalia 469 is identified
atcosim_train1347.wav,lufthansa 4219 is identified you are cleared direct to delta kilo bravo,lufthansa 4219 is identified you are cleared direct to delta kilo bravo
atcosim_train1348.wav,algerie 2073 climb to flight level 290,algerie 2073 climb to flight level 290
atcosim_train1349.wav,lufthansa 3508 is identified proceed to trasadingen climb to flight level 270,lufthansa 3508 is identified proceed to trasadingen climb to flight level 270
atcosim_train1350.wav,and hansa 3508 you are cleared to trasadingen,and hansa 3508 you are cleared to trasadingen
atcosim_train1351.wav,delta november alfa fly now heading 175,delta november alfa fly now heading 175
atcosim_train1352.wav,lufthansa triple 30 is identified climb to flight level 250 initially,lufthansa triple 30 is identified climb to flight level 250 initially
atcosim_train1353.wav,alitalia 135 contact zurich 134.6,alitalia 135 contact zurich 134.6
atcosim_train1354.wav,delta echo charlie continue descend to flight level 340,delta echo charlie continue descend to flight level 340
atcosim_train1355.wav,lufthansa 4582 is identified climb to flight level 270,lufthansa 4582 is identified climb to flight level 270
atcosim_train1356.wav,lufthansa 4582 proceed to trasadingen,lufthansa 4582 proceed to trasadingen
atcosim_train1357.wav,sunwing 5214 contact zurich 133.4,sunwing 5214 contact zurich 133.4
atcosim_train1358.wav, sunwing 5212 contact zurich 134.6,sunwing 5212 contact zurich 134.6
atcosim_train1359.wav,delta november alfa fly heading 180,delta november alfa fly heading 180
atcosim_train1360.wav,aero lloyd 562 turn right heading 190,aero lloyd 562 turn right heading 190
atcosim_train1361.wav,algerie 2073 contact zurich 134.6,algerie 2073 contact zurich 134.6
atcosim_train1362.wav, alitalija 369 kontakt zurich 134.6,alitalia 369 contact zurich 134.6
atcosim_train1363.wav,aero lloyd 562 proceed from present position to hochwald hotel oscar charlie afterwards to st prex that is sierra papa romeo and then flight planned route,aero lloyd 562 proceed from present position to hochwald hotel oscar charlie afterwards to st prex that is sierra papa romeo and then flight planned route
atcosim_train1364.wav,delta november alfa turn right heading 185,delta november alfa turn right heading 185
atcosim_train1365.wav,lufthansa 3330 climb to flight level 290,lufthansa 3330 climb to flight level 290
atcosim_train1366.wav,lufthansa 3508 climb flight level 290,lufthansa 3508 climb flight level 290
atcosim_train1367.wav,delta echo charlie descend now to flight level 290,delta echo charlie descend now to flight level 290
atcosim_train1368.wav,tun air 4802 contact rhein radar 127.37,tun air 4802 contact rhein radar 127.37
atcosim_train1369.wav,delta echo charlie contact rhein 132.4,delta echo charlie contact rhein 132.4
atcosim_train1370.wav,lufthansa 4219 rhein radar 132.4,lufthansa 4219 rhein radar 132.4
atcosim_train1371.wav,lufthansa 4582 climb to flight level 290,lufthansa 4582 climb to flight level 290
atcosim_train1372.wav,sabena 806 is identified,sabena 806 is identified
atcosim_train1373.wav,yeah,yeah
atcosim_train1374.wav,lufthansa 8268 report heading,lufthansa 8268 report heading
atcosim_train1375.wav,roger turn right heading 175,roger turn right heading 175
atcosim_train1376.wav,hapag lloyd 653 rhein radar identified climb flight level 310,hapag lloyd 653 rhein radar identified climb flight level 310
atcosim_train1377.wav,foxtrot sierra india turn 10 degrees right,foxtrot sierra india turn 10 degrees right
atcosim_train1378.wav,lufthansa 8268 set course to trasa,lufthansa 8268 set course to trasa
atcosim_train1379.wav,foxtrot sierra india climb flight level 350,foxtrot sierra india climb flight level 350
atcosim_train1380.wav,hapag lloyd 653 request rate of climb,hapag lloyd 653 request rate of climb
atcosim_train1381.wav,roger keep this rate,roger keep this rate
atcosim_train1382.wav,malaysian 2 rhein radar identified,malaysian 2 rhein radar identified
atcosim_train1383.wav,sabena 838 contact rhein 127.37 bye,sabena 838 contact rhein 127.37 bye
atcosim_train1384.wav,foxtrot sierra india set course to trasadingen,foxtrot sierra india set course to trasadingen
atcosim_train1385.wav,lufthansa 8268 climb flight level 370,lufthansa 8268 climb flight level 370
atcosim_train1386.wav,leisure 6024 rhein identified,leisure 6024 rhein identified
atcosim_train1387.wav,transwede 101 proceed direct to hochwald thereafter st prex,transwede 101 proceed direct to hochwald thereafter st prex
atcosim_train1388.wav,negative hotel oscar charlie hotel oscar charlie thereafter sierra papa romeo,negative hotel oscar charlie hotel oscar charlie thereafter sierra papa romeo
atcosim_train1389.wav,foxtrot sierra india contact zurich 133.4,foxtrot sierra india contact zurich 133.4
atcosim_train1390.wav,lufthansa 8268 zurich 133.4,lufthansa 8268 zurich 133.4
atcosim_train1391.wav,constellation 2251 rhein radar identified,constellation 2251 rhein radar identified
atcosim_train1392.wav,transwede 101 contact zurich 133.4,transwede 101 contact zurich 133.4
atcosim_train1393.wav,india sierra alfa contact rhein 127.37,india sierra alfa contact rhein 127.37
atcosim_train1394.wav,malaysian 2 rhein radar 127.37,malaysian 2 rhein radar 127.37
atcosim_train1395.wav,malaysian 2 contact rhein 127.37,malaysian 2 contact rhein 127.37
atcosim_train1396.wav,transwede 107 rhein radar identified,transwede 107 rhein radar identified
atcosim_train1397.wav,guten tag klm 300 kilo rhein radar identified,guten tag klm 300 kilo rhein radar identified
atcosim_train1398.wav,constellation 2251 climb flight level 390,constellation 2251 climb flight level 390
atcosim_train1399.wav,alitalia 117 rhein radar identified,alitalia 117 rhein radar identified
atcosim_train1400.wav,air malta 004 rhein radar identified,air malta 004 rhein radar identified
atcosim_train1401.wav,georgia 037 rhein radar identified,georgia 037 rhein radar identified
atcosim_train1402.wav,olympic 144 rhein radar identified,olympic 144 rhein radar identified
atcosim_train1403.wav,transwede 107 guten tag identified,transwede 107 guten tag identified
atcosim_train1404.wav,sorry for that sobelair 2557 you are also identified,sorry for that sobelair 2557 you are also identified
atcosim_train1405.wav,constellation 2251 climb flight level 410,constellation 2251 climb flight level 410
atcosim_train1406.wav,hapag lloyd 653 contact zurich 134.6,hapag lloyd 653 contact zurich 134.6
atcosim_train1407.wav,leisure 6024 contact rhein 127.37,leisure 6024 contact rhein 127.37
atcosim_train1408.wav,transwede 107 climb flight level 310,transwede 107 climb flight level 310
atcosim_train1409.wav,constellation 2251 contact rhein 132.4,constellation 2251 contact rhein 132.4
atcosim_train1410.wav,georgia air 037 contact rhein 127.37 bye,georgia air 037 contact rhein 127.37 bye
atcosim_train1411.wav,klm 300 kilo for shortcut turn left by 10 degrees,klm 300 kilo for shortcut turn left by 10 degrees
atcosim_train1412.wav,jetset 817 contact rhein 12737,jetset 817 contact rhein 12737
atcosim_train1413.wav,affirm jetset 817 rhein radar 12737,affirm jetset 817 rhein radar 12737
atcosim_train1414.wav,ok,ok
atcosim_train1415.wav,sabena 7816 rhein radar identified,sabena 7816 rhein radar identified
atcosim_train1416.wav,german air force 585 rhein radar you are not rvsm you are identified fly heading north for separation i ll call you back as soon as possible,german air force 585 rhein radar you are not rvsm you are identified fly heading north for separation i ll call you back as soon as possible
atcosim_train1417.wav,jetset 1429 rhein identified,jetset 1429 rhein identified
atcosim_train1418.wav,sobelair 2557 contact rhein 132.4,sobelair 2557 contact rhein 132.4
atcosim_train1419.wav,olympic 144 rhein radar 132.4,olympic 144 rhein radar 132.4
atcosim_train1420.wav,klm 264 rhein radar identified,klm 264 rhein radar identified
atcosim_train1421.wav,klm 264 for shortcut turn left by 10 degrees,klm 264 for shortcut turn left by 10 degrees
atcosim_train1422.wav,klm 300 kilo turn left to nattenheim,klm 300 kilo turn left to nattenheim
atcosim_train1423.wav,german air force 585 set course to frankfurt,german air force 585 set course to frankfurt
atcosim_train1424.wav,sabena 832 rhein radar identified,sabena 832 rhein radar identified
atcosim_train1425.wav,klm 300 kilo contact rhein 127.37 good bye,klm 300 kilo contact rhein 127.37 good bye
atcosim_train1426.wav, transwede 107 kontekt zurich 134. s  o disregāt ko ir veik,transwede 107 contact zurich 134. s  o disregard call you back
atcosim_train1427.wav,aero lloyd 590 rhein radar identified,aero lloyd 590 rhein radar identified
atcosim_train1428.wav,transwede 107 climb flight level 330,transwede 107 climb flight level 330
atcosim_train1429.wav,aero lloyd 590 climb flight level 310 set correction climb flight level 290,aero lloyd 590 climb flight level 310 set correction climb flight level 290
