file,whisper_text,correct_text
atcosim_train_1584.wav," Lufthansa 4207 contact, Rhein 132 decimal fortress.",lufthansa four two zero seven contact rhein one three two decimal four tschuss
atcosim_train_1585.wav, TAFS Audio 106 identified.,tag saudia one zero six identified
atcosim_train_1586.wav," Speedway 129, contact Ryan 132, fortress.",speed bird one two nine contact rhein one three two four tschuss
atcosim_train_1587.wav," Loftanza 4700, 0H1346, Truss.",lufthansa four seven zero zero zurich one three four six tschuss
atcosim_train_1588.wav, Callm spinoff 346 co-op 2 0 November 1,klm three four six proceed now direct to nattenheim november tango mike
atcosim_train_1589.wav, Encalem 346 contact line 12737 Truss.,klm three four six contact rhein one two seven three seven tschuss
atcosim_train_1590.wav," Italia6474, Ryan12737, Truss.",alitalia six four seven four rhein one two seven three seven tschuss
atcosim_train_1591.wav," Lufthansa 3550, Guntag identified, climb flight level 250.",lufthansa three five five zero guten tag identified climb flight level two five zero
atcosim_train_1592.wav, It's going to become better now.,it s going to become better now
atcosim_train_1593.wav, TAC lift on the 4209 identified,tag lufthansa four two zero nine identified
atcosim_train_1594.wav," Gulf, Prava, Victor, Julia, Dina, proceed now to Trazadengen.",golf bravo victor juliett india proceed now to trasadingen
atcosim_train_1595.wav, BIMO 1 got Targa identified.,bee med one guten tag identified
atcosim_train_1596.wav, Hotel Bravo in Yateng Romeo contact line 12737.,hotel bravo india tango romeo contact rhein one two seven three seven tschuss
atcosim_train_1597.wav," So, BINA 830, correction 836 identified.",sabena eight three zero correction eight three six identified
atcosim_train_1598.wav," Zarya 106, contact Rhein 132 fortress.",saudia one zero six contact rhein one three two four tschuss
atcosim_train_1599.wav," Lufthansa 3550, climb floor level 270 now.",lufthansa three five five zero climb flight level two seven zero now
atcosim_train_1600.wav, Tackleston's at 5504 identified.,tag lufthansa five five zero four identified
atcosim_train_1601.wav, 5504 report you're heading.,five five zero four report your heading
atcosim_train_1602.wav, Watch out.,roger
atcosim_train_1603.wav, Lufthansa 5504 turn right heading 1990 for separation.,lufthansa five five zero four turn right heading one nine zero for separation
atcosim_train_1604.wav, Lufthansa 3550 expect further climb after passing cars through and coming clear of crossing traffic left to right.,lufthansa three five five zero expect further climb after passing karlsruhe when coming clear of crossing traffic left to right
atcosim_train_1605.wav, Lufthansa 4209 proceeding on direct to Dinketzbührer.,lufthansa four two zero nine proceed now direct to dinkelsbuhl
atcosim_train_1606.wav, And 4209 expected an initial descent in about 2 minutes from now.,and four two zero nine expect an initial descent in about two minutes from now
atcosim_train_1607.wav, Kuntaka Littalio 150 identified.,guten tag alitalia one five zero identified
atcosim_train_1608.wav," Tractor in your mic mic echo identified, climb to flight level 250.",tag delta india mike mike echo identified climb to flight level two five zero
atcosim_train_1609.wav, Contacts are being 302 identified.,guten tag sabena three zero two identified
atcosim_train_1610.wav," Sabina 836 contact Rhine 12737, cheers!",sabena eight three six contact rhein one two seven three seven tschuss
atcosim_train_1611.wav," Lufthansa 4209, I descend now fly level 350.",lufthansa four two zero nine descend now level three five zero
atcosim_train_1612.wav, Golf Bravo Victor Juliet India contact 0-1-3-3 fortress.,golf bravo victor juliett india contact zurich one three three four tschuss
atcosim_train_1613.wav, Lufthansa 3550 climb now flight level 290,lufthansa three five five zero climb now flight level two nine zero
atcosim_train_1614.wav," Kosser 858, gotten target identified.",crossair eight five eight guten tag identified
atcosim_train_1615.wav, BIMET correction London Air Force One proceed direct to Kilo Papatango.,bee med correction london airtours one proceed direct to kilo papa tango
atcosim_train_1616.wav, Delta Mike Echo flight direct to Kontz-Rueclan flight level 270 now.,delta mike echo fly direct to karlsruhe climb flight level two seven zero now
atcosim_train_1617.wav," Lufthansa 5504 proceed direct to Fribourg, Fox Romeo, India there and expect further clearance with Zurich then.",lufthansa five five zero four proceed direct to fribourg fox romeo india there and expect further clearance with zurich then
atcosim_train_1618.wav, TACMADIANA 6952 identified. I call you back shortly for the time being. Continue current heading.,tag meridiana six nine five two identified i ll call you back shortly for the time being continue current heading
atcosim_train_1619.wav, TACTA 1 3 7 4 identified.,tag tarom three seven four identified
atcosim_train_1620.wav, Taksa Scandinavian 617 identified.,tag scandinavian six one seven identified
atcosim_train_1621.wav," RA 1627, Guntag identified.",adria one six two seven guten tag identified
atcosim_train_1622.wav, Lufthansa 4209 descent now fly level 3101500 feet per minute or more.,lufthansa four two zero nine descend now flight level three one zero one thousand five hundred feet per minute or more
atcosim_train_1623.wav, Landman Air Force 1 contact line frequency 132 decimal fortress.,london airtours one contact rhein frequency one three two decimal four tschuss
atcosim_train_1624.wav," Lufthansa 3550, contact Zürich 1346, Truss.",lufthansa three five five zero contact zurich one three four six tschuss
atcosim_train_1625.wav," Alitalia, two nine one, report your heading.",alitalia two nine one report your heading
atcosim_train_1626.wav," Scandinavian 617, I'll report your heading.",scandinavian six one seven report your heading
atcosim_train_1627.wav, Audra turn right heading 195.,roger turn right heading one nine five
atcosim_train_1628.wav," TARAM 374, proceed direct to Kilo Papa Tango.",tarom three seven four proceed direct to kilo papa tango
atcosim_train_1629.wav, Lufthansa 4209 descent now flight level 270 increase the rate to 2000 feet per minute or more.,lufthansa four two zero nine descend now flight level two seven zero increase the rate to two thousand feet per minute or more
atcosim_train_1630.wav, Sabena 302 contact line 12737 Truss.,sabena three zero two contact rhein one two seven three seven tschuss
atcosim_train_1631.wav, Tiger Litalia 291 identified,tag alitalia two nine one identified
atcosim_train_1632.wav," Alitalia, 291 turn right, 10 degrees.",alitalia two nine one turn right one zero degrees
atcosim_train_1633.wav, Scandinavian 617 turn further right heading 200 now.,scandinavian six one seven turn further right heading two hundred now
atcosim_train_1634.wav," Thargapatanya 306, Alpha identified.",tag britannia three zero six alfa identified
atcosim_train_1635.wav," May 6, 952 climb now to flight level 2, 903.",merair six nine five two climb now to flight level two nine zero
atcosim_train_1636.wav," Lufthansa 4209, contact MUNCHIN 12737, cheers!",lufthansa four two zero nine contact munchen one two seven three seven tschuss
atcosim_train_1637.wav," Alitalia 2.9, 1 descent now, flight level 2.9, 0, 1,500 feet per minute or more.",alitalia two nine one descend now flight level two nine zero one thousand five hundred feet per minute or more
atcosim_train_1638.wav," May 6, 952 proceed now direct to Tras",merair six nine five two proceed now direct to trasadingen
atcosim_train_1639.wav," Oreosha Kill, tergna tohuations 1-0 identify director nirvenich, November Oahskaromeusara",tag nato one zero identified direct to norvenich november oscar romeo sierra
atcosim_train_1640.wav, scramulation flag and,tag malaysian four identified
atcosim_train_1641.wav," Krocer 858, contact line 12737, Truss.",crossair eight five eight contact rhein one two seven three seven tschuss
atcosim_train_1642.wav," 6.952, what is your rate of climb?",merair six nine five two what is your rate of climb
atcosim_train_1643.wav, or drummer air 6952 climb was 1500 feet per minute or more.,roger merair six nine five two climb with fifteen hundred feet per minute or more
atcosim_train_1644.wav, Dark Carver 5 identified.,tag gulf air five identified
atcosim_train_1645.wav," Targmeer 6944, identify climb to floor level 250.",tag merair six nine four four identified climb to flight level two five zero
atcosim_train_1646.wav, 6944 proceed direct to Trazaringen.,and six nine four four proceed direct to trasadingen
atcosim_train_1647.wav, Tactical Spider 33 50 90 identified,tag swiss air nine three five nine identified
atcosim_train_1648.wav, Tarkloftanza 5217 identified. Proceed to Dinkett-Bilder. Tarklo Bravo.,tag lufthansa five two one seven identified proceed to dinkelsbuhl delta kilo bravo
atcosim_train_1649.wav, Thank you for your attention.,tag egypt air eight eight four identified
atcosim_train_1650.wav," Lufthansa 5504, contact Zewich 13466.",lufthansa five five zero four contact zurich one three four six tschuss
atcosim_train_1651.wav," ARIA 1627, Ryan 132 decimal fortress.",adria one six two seven rhein one three two decimal four tschuss
atcosim_train_1652.wav, Scandinavian 617 direct to Trasadengen.,scandinavian six one seven direct to trasadingen
atcosim_train_1653.wav," NATO 10, contact Rhein 12737 Trist.",nato one zero proc  contact rhein one two seven three seven tschuss
atcosim_train_1654.wav," May 6, 904 for climb flight level 2, 904 now.",merair six nine four four climb flight level two nine zero now
atcosim_train_1655.wav, TARAM 374 contact line frequency 132 fortress.,tarom three seven four contact rhein frequency one three two four tschuss
atcosim_train_1656.wav," TAC data, Trelenia, November alpha, identified, climb floor level 270.",tag delta charlie india november alfa identified climb flight level two seven zero
atcosim_train_1657.wav," Malaysian 4, contact Line 12737.",malaysian four contact rhein one two seven three seven tschuss
atcosim_train_1658.wav," Kuntak, Alitalia 135, identified.",guten tag alitalia one three five identified
atcosim_train_1659.wav, It's with a 93590 turn right 10 degrees.,swiss air nine three five nine turn right one zero degrees
atcosim_train_1660.wav," Alitalia 150 contact line 12737, cheers!",alitalia one five zero contact rhein one two seven three seven tschuss
atcosim_train_1661.wav," Carver 005 contact line 12737, choose.",gulf air zero zero five contact rhein one two seven three seven tschuss
atcosim_train_1662.wav, Alitalia Tuna and Awan direct to Trazarin.,alitalia two nine one direct to trasadingen
atcosim_train_1663.wav," Sunwing 5212, good target identified.",sunwing five two one two guten tag identified
atcosim_train_1664.wav, Taksanwing 5214 identified.,tag sunwing five two one four identified
atcosim_train_1665.wav," Spizzer 9 on 3-5-9, descent now flight level 3-3-0.",swiss air nine three five nine descend now flight level three three zero
atcosim_train_1666.wav," Lufthansa 5217 descend now, FL310.",lufthansa five two one seven descend now flight level three one zero
atcosim_train_1667.wav, Delta India Mic mic echo climb flood level 29 or 0,delta india mike mike echo climb flight level two nine zero
atcosim_train_1668.wav," May 6, 952, contact Zurich 1346, Trus.",merair six nine five two contact zurich one three four six tschuss
atcosim_train_1669.wav, Delta NIA mic mic echo contact 0H1346 Tris,delta india mike mike echo contact zurich one three four six tschuss
atcosim_train_1670.wav," Britannia 306A, contact Zurich, correction line 1324.",britannia three zero six alfa contact zurich correction rhein one two one three two four
atcosim_train_1671.wav, Tag Alitalia 369 identified.,tag alitalia three six nine identified
atcosim_train_1672.wav, TAC-20-0-4-8-0-2 identified.,tag tunis air four eight zero two identified
atcosim_train_1673.wav," Mariana, correction, 6944, climb to floor level 330, rate of climb 1500 or more.",meridiana co  correction merair six nine four four climb to flight level three three zero rate of climb one thousand five hundred or more
atcosim_train_1674.wav, It's with a 903.59 descend now fly level 2 903.,swiss air nine three five nine descend now flight level two nine zero
atcosim_train_1675.wav, That's with a 9359 back inbound to Tango.,and swiss air nine three five nine back inbound to tango
atcosim_train_1676.wav," Scandinavian 617, contact Zurich 1346, Trus.",scandinavian six one seven contact zurich one three four six tschuss
atcosim_train_1677.wav, Alitalia 369 report you're heading,alitalia three six nine report your heading
atcosim_train_1678.wav, or maintain for the time being.,roger f  maintain for the time being
atcosim_train_1679.wav, but was yet the most courtyardory day for us.,tag delta india bravo echo charlie identified
atcosim_train_1680.wav, This is a 9359 contact line 132 Fortress.,swiss air nine three five nine contact rhein one three two four tschuss
atcosim_train_1681.wav," Alitalia 2-9-1, 0-1-3-4-6, cheers!",alitalia two nine one zurich one three four six tschuss
atcosim_train_1682.wav, Guntag archery 207 pre identified continue on the current heading climb floor level 250.,guten tag algerie two zero seven three identified continue on the current heading climb flight level two five zero
atcosim_train_1683.wav, Egypt 884 contact Rhine 132 fortress.,egypt air eight eight four contact rhein one three two four tschuss
atcosim_train_1684.wav," Sunwing 5 to 1 for you, stay on my frequency. It was for Egypt Air, Mike Cera Romeo 884, Ryan 1324.",sunwing five two one four you stay on my frequency it was for egypt air mike sierra romeo eight eight four rhein one three two four
atcosim_train_1685.wav, Lufthansa 5217 descend to flyover 2900.,lufthansa five two one seven descend to flight level two nine zero
atcosim_train_1686.wav," OK, Lufthansa 5217, contact Ryan 132, fortress.",kl lufthansa five two one seven contact rhein one three two four tschuss
atcosim_train_1687.wav," May 6,944 contact 0H134 decimal 6.",merair six nine four four contact zurich one three four decimal six tschuss
atcosim_train_1688.wav," Air injury 2073, climb flight level 290.",air algerie two zero seven three climb flight level two nine zero
atcosim_train_1689.wav," Guten Tag, Aalod 562, identified, climb FL250 on the present heading.",guten tag aero lloyd five six two identified climb flight level two five zero on the present heading
atcosim_train_1690.wav," TACL of standard 3508 identified, maintain 240 upon reaching a column back for higher.",tag lufthansa three five zero eight identified maintain two four zero upon reaching i ll call you back for higher
atcosim_train_1691.wav," Airload 562 climb north, FL 290 when passing 270 direct to Trazardingen.",aero lloyd five six two climb now flight level two nine zero when passing two seven zero direct to trasadingen
atcosim_train_1692.wav, Taksa Scandinavian 687 identified.,tag scandinavian six eight seven identified
atcosim_train_1693.wav, TARCLIFTONS are 4219 identified.,tag lufthansa four two one nine identified
atcosim_train_1694.wav, and Lufthansa 4219 proceed direct to Dinkert-Buhl.,and lufthansa four two one nine proceed direct to dinkelsbuhl
atcosim_train_1695.wav," Audrey 2073, direct to Trazadingen.",algerie two zero seven three direct to trasadingen
atcosim_train_1696.wav, At Italia 469 go target and if I just confirm you're under descent to fly level 240.,alitalia four six nine guten tag identified just confirm you are on the descend to flight level two four zero
atcosim_train_1697.wav," Audra, so contact Frankfurt, or you know, kill that flight. Squawk Fort, I'm 7.",roger so contact frankfurt i don t know kill that flight squawk four times seven
atcosim_train_1698.wav," TACL3330 identified, climb floor level 250",tag lufthansa three three three zero identified climb flight level two five zero
atcosim_train_1699.wav, Lufthansa 3508 climb floor level 270 now.,lufthansa three five zero eight climb flight level two seven zero now
atcosim_train_1700.wav, Delta India Bravo Echo Charlie direct to think it's better,delta india bravo echo charlie direct to dinkelsbuhl
atcosim_train_1701.wav, Alitalia 369 direct transiting and now...,alitalia three six nine direct trasadingen now
atcosim_train_1702.wav," Lufthansa 3508, climb floor level 280.",lufthansa three five zero eight climb flight level two eight zero
atcosim_train_1703.wav," TAC, Lufthansa 4582, identify climb FL 250, break, Lufthansa 3330 climb FL 290",tag lufthansa four five eight two identified climb flight level two five zero break lufthansa three three three zero climb to flight level two nine zero
atcosim_train_1704.wav, Tunis Air 4802 contact line 12737.,tunis air four eight zero two contact rhein one two seven three seven tschuss
atcosim_train_1705.wav, usually 2 0 7 3 report you're heading,air algerie two zero seven three report your heading
atcosim_train_1706.wav, Roger turn right heading 200.,roger turn right heading two hundred
atcosim_train_1707.wav, Delta India Bravo Echo Charlie contact Trine 132 decimal fortress,delta india bravo echo charlie contact rhein one three two decimal four tschuss
atcosim_train_1708.wav," Alitalia 135, contact Zuhrej 1346, cheers!",alitalia one three five contact zurich one three four six tschuss
atcosim_train_1709.wav," Sunwing 5212, contact Zirich 1346.",sunwing five two one two contact zurich one three four six
atcosim_train_1710.wav," Sandling 5214, contact Zurich 133 Fortress.",sunwing five two one four contact zurich one three three four tschuss
atcosim_train_1711.wav, Alitalia 369 descend now fly level 310.,alitalia three six nine descend now flight level three one zero
atcosim_train_1712.wav, Taguya Bay Area 6710 identified. Continue on the current heading.,tag iberia six seven one zero identified continue on the current heading
atcosim_train_1713.wav," ATC 562, climb now, FL330",aero lloyd five six two climb now flight level three three zero
atcosim_train_1714.wav, and 562 rate of climb 1500ft per minute armour.,and five six two rate of climb one thousand five hundred feet per minute or more
atcosim_train_1715.wav," Lufthansa 3508, climb flight level 290.",lufthansa three five zero eight climb flight level two nine zero
atcosim_train_1716.wav, Lufthansa 4-5-8-2 Klanfler level 2-9-0,lufthansa four five eight two climb flight level two nine zero
atcosim_train_1717.wav, An luxury 2073 proceed on direct,air algerie two zero seven three proceed now direct hochwald hotel oscar charlie thereafter st prex sierra papa romeo
atcosim_train_1718.wav," Alitalia 369 is at now level 270, 2000 feet per minute.",alitalia three six nine descend now flight level two seven zero two thousand feet per minute or more
atcosim_train_1719.wav," Iberia 6710 contact, Zurich frequency 1346.",iberia six seven one zero contact zurich frequency one three four six
atcosim_train_1720.wav, Audrey 2073 contact Zurich frequency 1346.,air algerie two zero seven three contact zurich frequency one three four six tschuss
atcosim_train_1721.wav, Lufthansa 4219 contact Rhein 132 for interest.,lufthansa four two one nine contact rhein one three two four tschuss
atcosim_train_1722.wav," Delta Charlie, India, November, Alpha contact line 12737.",delta charlie india november alfa contact rhein one two seven three seven tschuss
atcosim_train_1723.wav, metabol,aero lloyd five six two contact zurich one three four six tschuss
atcosim_train_1724.wav, Alitalia 369 contact 0-12737,alitalia three six nine contact zurich one two seven three seven tschuss
atcosim_train_1725.wav, Thank you.,thank you
atcosim_train_1726.wav," Swissa 9352, Rhein radar identified.",swiss air nine three five two rhein radar identified
atcosim_train_1727.wav, Transweet-1-0-1 Brine radar identified.,transwede one zero one rhein radar identified
atcosim_train_1728.wav," This is VCR9352, climb flight level 350.",swiss air nine three five two climb flight level three five zero
atcosim_train_1729.wav," Lufthansa 8268, Ryan radar identified, climb flight level 29 or so",lufthansa eight two six eight rhein radar identified climb flight level two nine zero
atcosim_train_1730.wav, Sabina 481 turn left to Dinkusbiel,sabena four eight one turn left to dinkelsbuhl
atcosim_train_1731.wav, Now with the left turn.,that was a left turn
atcosim_train_1732.wav," Lufthansa 8268, that cars to Hochwald, thereafter Sompry.",lufthansa eight two six eight set course to hochwald thereafter st prex
atcosim_train_1733.wav, Yeah.,yeah
atcosim_train_1734.wav, Speedbird 156 contact line 127 decimal 37,speed bird one five six contact rhein one two seven decimal three seven
atcosim_train_1735.wav," Sabina 481 descent, FL310",sabena four eight one descend flight level three one zero
atcosim_train_1736.wav, Drawnhh,foxtrot sierra india rhein radar identified call you back for higher
atcosim_train_1737.wav, Folks what's the right video,foxtrot sierra india climb flight level two five zero
atcosim_train_1738.wav," India Tango Alpha Sierra Alpha, radar identified.",india tango alfa sierra alfa rhein radar identified
atcosim_train_1739.wav," It's been 838, find radar identified.",sabena eight three eight rhein radar identified
atcosim_train_1740.wav," Fox, what's your idea? Climb flight level 270.",foxtrot sierra india climb flight level two seven zero
atcosim_train_1741.wav," Swissier 9352, contact Trine 127.37",swiss air nine three five two contact rhein one two seven decimal three seven
atcosim_train_1742.wav," Fox for Sierra India, second to Transagining",foxtrot sierra india set course to trasadingen
atcosim_train_1743.wav," Spucier 6520, run radar identified.",swiss air six five two zero rhein radar identified
atcosim_train_1744.wav," Sabina 418481, descend flight level 2907",sabena four one eight four eight one descend flight level two nine zero
atcosim_train_1745.wav, and rate 2000 feet a minute or more.,and rate two thousand feet a minute or more
atcosim_train_1746.wav," Apollo at 653, radar identified, climb FL270.",hapag lloyd six five three rhein radar identified climb flight level two seven zero
atcosim_train_1747.wav, Sabina 481 contact line 132.4,sabena four eight one contact rhein one three two decimal four
atcosim_train_1748.wav, Hapagloin 653 climb flight level 2900,hapag lloyd six five three climb flight level two nine zero
atcosim_train_1749.wav," SPCO 6520, the cost of Frankfurt.",swiss air six five two zero set course to frankfurt
atcosim_train_1750.wav," Foxtrot Sierra India, climb flight level 29.0",foxtrot sierra india climb flight level two nine zero
atcosim_train_1751.wav, Foxy have an India turn left by 10 degrees.,fox sierra india turn left by ten degrees
atcosim_train_1752.wav," violation 2, right and right are identified.",malaysian two rhein radar identified
atcosim_train_1753.wav, from India to hatch a train.,foxtrot sierra india set course to trasadingen
atcosim_train_1754.wav," Sabina 838, contact line 127.37",sabena eight three eight contact rhein one two seven decimal three seven
atcosim_train_1755.wav," Constellation 2251, Brian Rader identified.",constellation two two five one rhein radar identified
atcosim_train_1756.wav," Lufthansa 8268, contact Zurich, 134.6",lufthansa eight two six eight contact zurich one three four decimal six
atcosim_train_1757.wav, confirmed,confirmed bye
atcosim_train_1758.wav, Fac span curtains,foxtrot sierra india contact zurich one three four decimal six
atcosim_train_1759.wav," NASA 6024, rain radar identified.",leisure six zero two four rhein radar identified
atcosim_train_1760.wav," Transweet 101, contact Zurich 133 decimal 4.",transwede one zero one contact zurich one three three decimal four
atcosim_train_1761.wav," Olympic 144, rain radar identified.",olympic one four four rhein radar identified
atcosim_train_1762.wav," Soppler 2557, Ryan Radar identified.",sobelair two five five seven rhein radar identified
atcosim_train_1763.wav," Car them 300 kilo, rein radar identified.",klm three hundred kilo rhein radar identified
atcosim_train_1764.wav," Plan speed 107, Rhein identified.",transwede one zero seven rhein identified
atcosim_train_1765.wav," Hapagläude 653, contact Zurich 134.6",hapag lloyd six five three contact zurich one three four decimal six
atcosim_train_1766.wav, India Sierra Alpha contact line 127 decimal 37.,india sierra alfa contact rhein one two seven decimal three seven
atcosim_train_1767.wav," Malation 2, rein radar 127 decimal 37.",malaysian two rhein radar one two seven decimal three seven
atcosim_train_1768.wav," Alitalia 117, rein radar identified.",alitalia one one seven rhein radar identified
atcosim_train_1769.wav," chart GIS 037, rein radar identified.",georgia air zero three seven rhein radar identified
atcosim_train_1770.wav," So, BLIA 255.7, turn left by 5 degrees.",sobelair two five five seven turn left by five degrees
atcosim_train_1771.wav, Leisure 6024 contact line 127 decimal 37,leisure six zero two four contact rhein one two seven decimal three seven
atcosim_train_1772.wav," EMB817, Renovator identified.",air malta eight one seven rhein radar identified
atcosim_train_1773.wav, The therm uncertainties are 0 talks for O� reader contact,air malta zero zero four you are in radar contact
atcosim_train_1774.wav," Yeah, right you are. 817 shed set identified.",yeah right you are eight one seven jetset identified
atcosim_train_1775.wav," Charge GIS 037, contact line 127.37",georgia air zero three seven contact rhein one two seven decimal three seven
atcosim_train_1776.wav," Coinculation 2251, Raina radar 132 decimal 4.",constellation two two five one rhein radar one three two decimal four
atcosim_train_1777.wav, Spissier 6520 contact line 127.37,swiss air six five two zero contact rhein one two seven decimal three seven
atcosim_train_1778.wav," Cal M 300K for short, cut turn left 10 degrees.",klm three hundred kilo for shortcut turn left ten degrees
atcosim_train_1779.wav," Transbeat 107, climb FL310",transwede one zero seven climb flight level three one zero
atcosim_train_1780.wav," Transweet 107, climb FL310.",transwede one zero seven climb flight level three one zero
atcosim_train_1781.wav," Carlem 264, Rhein radar identified.",klm two six four rhein radar identified
atcosim_train_1782.wav, JetZ 817 contact line 127.37,jetset eight one seven contact rhein one two seven decimal three seven
atcosim_train_1783.wav," So, Blair 2557 turn right to Campton.",sobelair two five five seven turn right to kempten
atcosim_train_1784.wav," Viva 585, Ryan Radar identified.",viva five eight five rhein radar identified
atcosim_train_1785.wav, Run sweet 1 0 7 climb flat level 3 3 0,transwede one zero seven climb flight level three three zero
atcosim_train_1786.wav," So, Blair 2557, contact line 132.04.",sobelair two five five seven contact rhein one three two decimal four
atcosim_train_1787.wav," at Z1429, a rein raider identified.",jetset one four two nine rhein radar identified
atcosim_train_1788.wav, Viva 585 set course direct Frankfurt.,viva five eight five set course direct frankfurt
atcosim_train_1789.wav," Sabina 7816,",sabena seven eight one six rhein radar identified
atcosim_train_1790.wav, A Malta 004 turn right by 15 degrees.,air malta zero zero four turn right by one five degrees
atcosim_train_1791.wav," Areloide 590, rain radar identified, climb flight level 290.",aero lloyd five nine zero rhein radar identified climb flight level two nine zero
atcosim_train_1792.wav," Alitalia 117, contact Zurich 133.4",alitalia one one seven contact zurich one three three decimal four
atcosim_train_1793.wav," Tran speed 107, contact Zurich 134.6",transwede one zero seven contact zurich one three four decimal six
atcosim_train_1794.wav," Olympic 144, Rein radar 132.4",olympic one four four rhein radar one three two decimal four
atcosim_train_1795.wav," So, BNA 3-2-1 radar identified.",sabena eight three two rhein radar identified
atcosim_train_1796.wav, KALEM 300 kiloton left to Natenheim.,klm three hundred kilo turn left to nattenheim
atcosim_train_1797.wav," But John Ollitalia 119, a rain radar identified.",buongiorno alitalia one one nine rhein radar identified
atcosim_train_1798.wav, Viva 585 turn right by 10 degrees,viva five eight five turn right by ten degrees
atcosim_train_1799.wav," Lufthansa 4652, rein radar identified, line flight level 2900.",lufthansa four six five two rhein radar identified climb flight level two nine zero
atcosim_train_1800.wav, And it's highly avoid fighting right-,alitalia four eight five rhein radar identified
atcosim_train_1801.wav," A Malta 004, descend flight level 310 that calls to Frankfurt.",air malta zero zero four descend flight level three one zero set course to frankfurt
atcosim_train_1802.wav," Calum 300 KK, 1, 2, 7, decimal 3, 7",klm three hundred kilo contact rhein one two seven decimal three seven
atcosim_train_1803.wav," Alitalia 401, Ryan Radar, identified, LAM flight level 29.0.",alitalia four zero one rhein radar identified climb flight level two nine zero
atcosim_train_1804.wav, PASR 526 Vatergrind radar identified.,psa five two six hotel rhein radar identified
atcosim_train_1805.wav," Viva 585, left turn to Frankfurt.",viva five eight five left turn to frankfurt
atcosim_train_1806.wav," A Malta 004, contact Rhein 12737.",air malta zero zero four contact rhein one two seven three seven
atcosim_train_1807.wav," Jetz 1429, wind radar 127 decimal 37.",jetset one four two nine rhein radar one two seven decimal three seven
atcosim_train_1808.wav," Lufthansa 4652 direct to Hochwald, there after sub 3.",lufthansa four six five two direct to hochwald thereafter st prex
atcosim_train_1809.wav, That is the Charlie Papa Alpha Rain Raider identified.,delta india charlie papa alfa rhein radar identified
atcosim_train_1810.wav, Sabina 832 contact line 127 decimal 37,sabena eight three two contact rhein one two seven decimal three seven
atcosim_train_1811.wav," Vivaa 585, contact line 127.37",viva five eight five contact rhein one two seven decimal three seven
atcosim_train_1812.wav, Carlem 264 turn left to Nattenheim,klm two six four turn left to nattenheim
atcosim_train_1813.wav, Alitalia 401 direct transiting in.,alitalia four zero one direct trasadingen
atcosim_train_1814.wav," Heiroloid 590, contact Zurich 134.6.",aero lloyd five nine zero contact zurich one three four decimal six
atcosim_train_1815.wav, Cal M264 contact line 127.37,klm two six four contact rhein one two seven decimal three seven
atcosim_train_1816.wav, Britanier triple-2 alpha Rhein ready identified,britannia triple two alfa rhein radar identified
atcosim_train_1817.wav," AFPrincess chew,",gulf air zero zero seven rhein radar identified
atcosim_train_1818.wav," Lufthansa 4416, Heine-Reder, identify turn left by 10 degrees, I call you back for hire.",lufthansa four four one six rhein radar identified turn left by ten degrees i ll call you back for higher
atcosim_train_1819.wav, Affirm.,affirm
atcosim_train_1820.wav," Sabina 7816, contact Line 12737.",sabena seven eight one six contact rhein one two seven three seven
atcosim_train_1821.wav," BAC-355-1, rein radar identified.",hapag lloyd three five five one rhein radar identified
atcosim_train_1822.wav, Lufthansa 4416 climb flight level 280.,lufthansa four four one six climb flight level two eight zero
atcosim_train_1823.wav, Best of 402 hotel runway identified,psa four zero two hotel rhein radar identified
atcosim_train_1824.wav," Lufthansa 4652, contact Zurich 134.6",lufthansa four six five two contact zurich one three four decimal six
atcosim_train_1825.wav, Luftensa 4416 turn right to Traße,lufthansa four four one six turn right to trasa
atcosim_train_1826.wav," Speedbird 124,",speed bird one two four rhein radar identified
atcosim_train_1827.wav," Alitalia 487, generator identified.",alitalia four eight seven rhein radar identified
atcosim_train_1828.wav," Lufthansa 4416, climb FL2900",lufthansa four four one six climb flight level two nine zero
atcosim_train_1829.wav," Alitalia 119, contact Zurich 134.6",alitalia one one nine contact zurich one three four decimal six
atcosim_train_1830.wav, BESDA 526 Hotel contact line 132.4,psa five two six hotel contact rhein one three two decimal four
atcosim_train_1831.wav, thathis,delta india mike lima lima rhein radar identified
atcosim_train_1832.wav," Turkish 5.5,",turkish five one five rhein radar identified
atcosim_train_1833.wav,"aganese Air Force, three, five,ocreator identified.",netherlands air force three five rhein radar identified
atcosim_train_1834.wav," Oskar Ska, Papa Hotel India, Ranveiter identified.",oscar oscar papa hotel india rhein radar identified
atcosim_train_1835.wav, Alitalia 101 contact Zurich 134.6,alitalia one zero one contact zurich one three four decimal six
atcosim_train_1836.wav," Alitalia 485, contact Kaczurich 133-4",alitalia four eight five contact zurich one three three decimal four
atcosim_train_1837.wav," Geifer 007, Reiner radar 12737.",gulf air zero zero seven rhein radar one two seven three seven
atcosim_train_1838.wav, Aropa 363 Rain Raider identified.,europa three six three rhein radar identified
atcosim_train_1839.wav, Bretonnier triple two alpha contact line 132 decimal four,britannia triple two alfa contact rhein one three two decimal four
atcosim_train_1840.wav, Was it Luft 10C3556 calling?,was it lufthansa three five five six calling
atcosim_train_1841.wav, Lurente 556 turn left 10 degrees climb flight level 260,luha three five five six turn left ten degrees climb flight level two six zero
atcosim_train_1842.wav," Lufthansa 4416, contact Zurich 134.6",lufthansa four four one six contact zurich one three four decimal six
